.cell_id	.node_id	x	y
1	1	0.5	0
1	2	0.4989933382359422	0.03171195982828225
1	3	0.49597740641539767	0.06329622678687463
1	4	0.49096434863135335	0.09462562218020511
1	5	0.4839743506981781	0.1255739935905396
1	6	0.47503555887047266	0.15601672284924353
1	7	0.4641839665080363	0.1858312278301638
1	8	0.4514632691433106	0.21489745604458582
1	9	0.43692468853489247	0.24309836805023435
1	10	0.4206267664155906	0.2703204087277988
1	11	0.4026351287655293	0.2964539645273202
1	12	0.38302222155948906	0.3213938048432696
1	13	0.36186701905253504	0.345039505741056
1	14	0.3392547057785661	0.36729585432876666
1	15	0.31527633354226126	0.3880732321458784
1	16	0.29002845478559913	0.40728797602516786
1	17	0.26361273380525124	0.4248627149747572
1	18	0.23613553738634135	0.44072668172379104
1	19	0.20770750650094322	0.45481599767725917
1	20	0.17844311079593594	0.4670739301325534
1	21	0.14846018766413746	0.47745112072203694
1	22	0.11787946775471364	0.4859057841617708
1	23	0.08682408883346521	0.492403876506104
1	24	0.05541909995050555	0.49691923223062706
1	25	0.02379095791187109	0.499433669591504
1	26	-0.007932981917404014	0.49993706383693753
1	27	-0.03962497842839428	0.4984273879759712
1	28	-0.07115741913664261	0.49491072094046634
1	29	-0.10240333403259537	0.48940122310738937
1	30	-0.13323690684501752	0.481921079279971
1	31	-0.16353398165871083	0.47250040935733423
1	32	-0.19317256284656434	0.4611771470522907
1	33	-0.22203330630288706	0.44799688714566793
1	34	-0.25000000000000006	0.4330127018922193
1	35	-0.27696003193305513	0.4162849273173857
1	36	-0.3028048435688334	0.397880920265416
1	37	-0.3274303669726425	0.3778747871771292
1	38	-0.3507374438531607	0.3563470856894314
1	39	-0.37263222483787733	0.3333845002581458
1	40	-0.39302654737139375	0.30907949311030253
1	41	-0.41183829071491634	0.2835299319313854
1	42	-0.42899170661748853	0.25683869578670315
1	43	-0.4444177243274617	0.22911326086370526
1	44	-0.45805422871603485	0.2004652677033068
1	45	-0.46984631039295416	0.17101007166283444
1	46	-0.4797464868072487	0.1408662784207148
1	47	-0.4877148934427035	0.1101552663932704
1	48	-0.49371944433819714	0.07900069798667493
1	49	-0.4977359612865423	0.04752802165209122
1	50	-0.49974827119159254	0.015863966749033828
1	51	-0.49974827119159254	-0.015863966749033925
1	52	-0.4977359612865423	-0.047528021652091315
1	53	-0.49371944433819714	-0.07900069798667504
1	54	-0.4877148934427035	-0.11015526639327029
1	55	-0.4797464868072487	-0.14086627842071492
1	56	-0.4698463103929542	-0.17101007166283433
1	57	-0.4580542287160348	-0.20046526770330692
1	58	-0.44441772432746174	-0.22911326086370515
1	59	-0.4289917066174885	-0.2568386957867032
1	60	-0.4118382907149164	-0.2835299319313853
1	61	-0.3930265473713937	-0.30907949311030264
1	62	-0.3726322248378774	-0.33338450025814576
1	63	-0.35073744385316064	-0.3563470856894314
1	64	-0.3274303669726426	-0.3778747871771291
1	65	-0.30280484356883336	-0.39788092026541605
1	66	-0.27696003193305524	-0.41628492731738564
1	67	-0.24999999999999983	-0.4330127018922194
1	68	-0.22203330630288698	-0.447996887145668
1	69	-0.19317256284656434	-0.4611771470522907
1	70	-0.16353398165871094	-0.4725004093573342
1	71	-0.13323690684501732	-0.4819210792799711
1	72	-0.10240333403259527	-0.48940122310738937
1	73	-0.07115741913664263	-0.49491072094046634
1	74	-0.03962497842839439	-0.49842738797597114
1	75	-0.007932981917403804	-0.49993706383693753
1	76	0.02379095791187119	-0.499433669591504
1	77	0.05541909995050543	-0.49691923223062706
1	78	0.08682408883346499	-0.49240387650610407
1	79	0.11787946775471374	-0.4859057841617708
1	80	0.14846018766413746	-0.47745112072203694
1	81	0.17844311079593583	-0.4670739301325534
1	82	0.2077075065009434	-0.4548159976772591
1	83	0.23613553738634147	-0.440726681723791
1	84	0.2636127338052512	-0.4248627149747572
1	85	0.29002845478559897	-0.407287976025168
1	86	0.31527633354226137	-0.3880732321458783
1	87	0.33925470577856615	-0.36729585432876655
1	88	0.36186701905253504	-0.345039505741056
1	89	0.38302222155948895	-0.3213938048432698
1	90	0.4026351287655294	-0.2964539645273201
1	91	0.4206267664155906	-0.2703204087277987
1	92	0.4369246885348924	-0.24309836805023438
1	93	0.45146326914331053	-0.21489745604458596
1	94	0.46418396650803634	-0.18583122783016362
1	95	0.4750355588704727	-0.15601672284924353
1	96	0.4839743506981781	-0.12557399359053967
1	97	0.4909643486313534	-0.09462562218020487
1	98	0.49597740641539767	-0.06329622678687452
1	99	0.4989933382359422	-0.03171195982828226
1	100	0.5	-1.2246467991473532e-16
2	1	1.0606601717798212	-1.0606601717798214
2	2	1.0773550599432513	-1.0436982680902913
2	3	1.0937787297317654	-1.0264736189432078
2	4	1.1099270465743258	-1.0089905605518785
2	5	1.1257959452185227	-0.9912534941827611
2	6	1.1413814307539871	-0.9732668850474577
2	7	1.1566795796180807	-0.955035261178633
2	8	1.1716865405836399	-0.9365632122900953
2	9	1.1863985357284939	-0.9178553886213696
2	10	1.2008118613865402	-0.8989164997670207
2	11	1.2149228890801251	-0.8797513134910353
2	12	1.2287280664334874	-0.8603646545265695
2	13	1.2422239180670562	-0.8407614033613411
2	14	1.2554070464723541	-0.8209464950089991
2	15	1.2682741328673064	-0.8009249177667543
2	16	1.2808219380317225	-0.780701711959608
2	17	1.2930473031227538	-0.7602819686714748
2	18	1.3049471504701187	-0.7396708284635252
2	19	1.3165184843508833	-0.7188734800800858
2	20	1.3277583917436249	-0.6978951591423908
2	21	1.3386640430617645	-0.6767411468305518
2	22	1.3492326928659049	-0.6554167685540394
2	23	1.3594616805549746	-0.63392739261105
2	24	1.3693484310360267	-0.6122784288370547
2	25	1.3788904553724985	-0.5904753272429117
2	26	1.3880853514107914	-0.5685235766428511
2	27	1.3969308043850006	-0.5464287032726913
2	28	1.4054245874996423	-0.5241962693986482
2	29	1.4135645624902409	-0.5018318719170531
2	30	1.4213486801616222	-0.4793411409453758
2	31	1.4287749809037908	-0.4567297384048608
2	32	1.4358415951852481	-0.4340033565951788
2	33	1.4425467440236392	-0.4111677167614168
